"date","high","volume","open","low","close","adjclose"
"2024-09-30T13:30:00.000Z",233,54541900,230.0399932861328,229.64999389648438,233,233
"2024-10-01T13:30:00.000Z",229.64999389648438,63285000,229.52000427246094,223.74000549316406,226.2100067138672,226.2100067138672
"2024-10-02T13:30:00.000Z",227.3699951171875,32880600,225.88999938964844,223.02000427246094,226.77999877929688,226.77999877929688
"2024-10-03T13:30:00.000Z",226.80999755859375,33919900,225.13999938964844,223.32000732421875,225.6699981689453,225.6699981689453
